genename	transcript	log2FoldChange	padj
CPPED1	NM_001099455,NM_018340	-0.11346336	0.6546229393
ZXDB	NM_007157	0.1527844158	0.5353975862
COL1A1	NM_000088	1.0736115516	0.0078294076
LINC00865	NR_038382	-0.7789704659	0.0515555535
CA13	NM_198584	0.3791201509	0.5544600249
PGAM2	NM_000290	0.0553575548	NA
FAM182B	NR_026714,NR_027061	0.2768331625	NA
FAM35BP	NR_027632	1.0628917077	NA
LETM2	NM_001199659,NM_001199660,NM_001286787,NM_001286819,NM_001286821,NM_144652	0.3117339368	0.6239883596
RPS26	NM_001029	0.5440291627	0.0069996357
EIF3L	NM_001242923,NM_016091	0.3985031467	0.0014694486
LPHN1	NM_001008701,NM_014921	-0.2497571263	0.2813415428
TSTD3	NM_001195131	0.0259148675	0.9631143343
OSCAR	NM_001282349,NM_001282350,NM_130771,NM_133168,NM_133169,NM_206818	-0.1819467403	NA
RTN4RL2	NM_178570	0.7567879055	NA
ZPR1	NM_003904	0.0480462654	0.8691288654
ITPR3	NM_002224	-0.0893013649	0.6670041952
PSME2	NM_002818	0.4254464518	0.0421420992
IBTK	NM_001300906,NM_015525	-0.3569219762	0.0174293098
LINC01011	NR_026855,NR_026856	0.3063220294	0.5329749639
C17orf96	NM_001130677	0.2727450466	0.431544616
AMTN	NM_001286731,NM_212557	0.0545058529	0.9395691009
PUF60	NM_001136033,NM_001271096,NM_001271097,NM_001271098,NM_001271099,NM_001271100,NM_014281,NM_078480	-0.0936507224	0.5944182864
NFE2L3	NM_004289	-1.1451148873	5.4742269118348E-010
TTC27	NM_001193509,NM_017735	0.3018422048	0.2616472061
ACAP1	NM_014716	-0.0699657521	0.9261899754
TP53INP2	NM_021202	0.4307814464	0.3897424089
POLDIP3	NM_001278657,NM_032311,NM_178136,NR_103820	0.2795486603	0.0829074353
NHSL2	NM_001013627	0.8117742829	0.1594386469
TPD52L1	NM_001003395,NM_001003396,NM_001003397,NM_001292026,NM_001300994,NM_003287	0.4451816403	3.59254106116866E-005
PSME1	NM_001281528,NM_001281529,NM_006263,NM_176783	0.2831383598	0.0523120773
CLK3	NM_001130028,NM_003992	0.0139320687	0.943310815
TMEM40	NM_001284406,NM_001284407,NM_001284408,NM_018306	0.368835583	0.4824692186
SMG7-AS1	NR_040063	0.0749722308	NA
ANKRD6	NM_001242809,NM_001242811,NM_001242813,NM_001242814,NM_014942	-0.0016274383	0.9970695151
ZNHIT2	NM_014205	-0.9187777377	1.80575806328119E-007
CD22	NM_001185099,NM_001185100,NM_001185101,NM_001278417,NM_001771	-1.0501290158	NA
C2orf82	NM_206895	0.5770973848	NA
RPS11	NM_001015	0.3761292974	0.0007642121
B3GNT5	NM_032047	0.4224708572	0.4646337594
TNFRSF6B	NM_003823	-0.6574024488	0.1915615895
KIAA0907	NM_014949	-0.64992853	0.0001400013
KAT2B	NM_003884	-0.0349012185	0.9291061148
ANKRD34B	NM_001004441	-1.1357445643	0.0003081829
TAS2R4	NM_016944	-0.319804601	NA
IMPA1	NM_001144878,NM_001144879,NM_005536	0.0591557049	0.882708663
MIF	NM_002415	0.7747630235	3.25470839968804E-011
SORL1	NM_003105	-0.882909488	0.0001639879
GZF1	NM_022482	-0.5546741575	0.0003248981
POLR2M	NM_001018102,NM_015532	-0.2289693004	0.2300061144
FAM188A	NM_024948	-0.0204377115	0.9417639952
TOLLIP	NM_019009	-0.2431231221	0.2477172746
KIF7	NM_198525	0.2164997493	0.7000002315
LINC01123	NR_046110,NR_046110_chr2:111133764_111142102,NR_046111,NR_046111_chr2:111133764_111142102,NR_046112	-0.2059123413	0.4999409406
CBS	NM_000071,NM_001178008,NM_001178009	1.3102061796	6.85704739059507E-009
TYW3	NM_001162916,NM_138467,NR_027962	-0.5464314978	0.0129108923
ZNF773	NM_198542	0.3322779729	0.4725974441
HBP1	NM_001244262,NM_012257	-0.4983085799	0.0099627749
EMP2	NM_001424	0.1892175395	0.1141838912
IGFALS	NM_001146006,NM_004970,NR_027389	-0.6608402823	0.2451948492
POC1B-GALNT4	NM_001199781,NM_001199782	-0.0093187328	0.9850369886
GCHFR	NM_005258	0.2887181393	0.4656906635
SMARCD1	NM_003076,NM_139071	-0.0283545153	0.9171574703
SMOX	NM_001270691,NM_175839,NM_175840,NM_175841,NM_175842	-0.0870393551	0.8393961863
RRM1	NM_001033	1.1787052057	9.60757370556373E-011
SLC35A1	NM_001168398,NM_006416	-0.6480955056	6.19878459579874E-005
ESAM	NM_138961	-0.1386548125	NA
APBB2	NM_001166050,NM_001166051,NM_001166052,NM_001166053,NM_001166054,NM_004307,NM_173075	-0.808571119	1.55005853574865E-015
CATSPERG	NM_021185	-0.1087546278	0.8733352086
LINC00624	NR_038423	-0.5519768166	NA
SLC23A1	NM_005847,NM_152685	-0.4406510804	0.4892600536
SLC7A5P2	NR_002594	-0.4917867027	0.0581979953
CDS1	NM_001263	-0.2770270523	0.1761356106
MIR210HG	NR_038262	-0.1364383646	0.8465855922
POLR3GL	NM_032305	-0.0193157082	0.9611211205
PGAM1	NM_002629	0.6157825487	3.71312924941756E-007
SOWAHA	NM_175873	0.3617855393	NA
TSSK4	NM_001184739,NM_174944	-0.152421646	0.8281403266
MTG1	NM_138384	0.2137688085	0.4912101455
TYMS	NM_001071	1.5165385422	8.8774864148999E-017
UBXN4	NM_014607	-0.2520357731	0.0945091805
ZDHHC22	NM_174976	0.3651379754	0.2708458475
PIGY	NM_001042616	-0.5856703858	0.0066500432
TRAF3IP2	NM_001164281,NM_001164283,NM_147686,NR_028338	0.4062033801	0.0608644894
CHMP2A	NM_014453,NM_198426	0.1424266759	0.396919774
OPTN	NM_001008211,NM_001008212,NM_001008213,NM_021980	-0.1485484637	0.5751780493
DOK7	NM_001164673,NM_001256896,NM_001301071,NM_173660	0.1919444857	0.2242504861
MAD2L2	NM_001127325,NM_006341	1.0824733491	6.24632717369125E-007
SIAE	NM_001199922,NM_170601	0.3932082316	0.1727930079
OR8B2	NM_001005468	-0.193872306	NA
FAM46B	NM_052943	-0.3407583089	0.1581010677
UST	NM_005715	-0.7544159404	0.000711557
TRIM37	NM_001005207,NM_015294	0.019766532	0.9089910377
ASAH1	NM_001127505,NM_004315,NM_177924	-0.520131158	0.0054181511
BRIX1	NM_018321	-0.1268636167	0.6012253754
MON2	NM_001278469,NM_001278470,NM_001278471,NM_001278472,NM_015026	-0.3752307011	0.0017335836
RAB11FIP5	NM_015470	0.6294700019	0.0662973475
SLC39A14	NM_001128431,NM_001135153,NM_001135154,NM_015359	-0.3923789343	0.017454107
PAICS	NM_001079524,NM_001079525,NM_006452	1.1247623256	1.30753908497652E-009
CDK2	NM_001290230,NM_001798,NM_052827	0.7787863341	1.80482562441004E-009
CHAC2	NM_001008708	0.3942128275	0.4032575017
PSMG4	NM_001128591,NM_001128592,NM_001135750	0.7075048004	0.0525542307
NIM1K	NM_153361,NR_072980	-0.6088221318	NA
NBPF12	NM_001278141	-1.1730185479	1.0326569760791E-010
TBX6	NM_004608	0.0049693897	0.994651999
ETF1	NM_001256302,NM_001282185,NM_001291974,NM_001291975,NM_004730	-0.2306463543	0.0505325297
RGS12	NM_002926,NM_198227,NM_198229	0.1321097421	0.5175262833
SNORD94	NR_004378	-1.0475748838	0.0001189269
COMMD5	NM_001081003,NM_001081004,NM_001287237,NM_014066	-0.4570772287	0.0171031336
MAPK3	NM_001040056,NM_001109891,NM_002746	0.1759966954	0.2778317659
AP2A1	NM_014203,NM_130787	0.3473731223	0.0235249853
ALDH6A1	NM_001278593,NM_001278594,NM_005589	0.4882377242	0.0016915617
ARHGDIG	NM_001176	0.8853206189	0.0321608651
CHURC1	NM_001204063,NM_001204064,NM_145165	-0.5614404097	0.0222266613
GJA4	NM_002060	-0.7400826255	NA
EPG5	NM_020964	0.1973848872	0.243637408
MB	NM_005368,NM_203377,NM_203378	-0.2913101757	0.4321726292
ZNF780B	NM_001005851	0.1855813711	0.4329311561
LOC100507642	NR_108064,NR_108065	-0.4420385497	0.4750708063
P4HA1	NM_000917,NM_001017962,NM_001142595,NM_001142596	-0.1435382989	0.5721669583
FOXD4L6	NM_001085476	-0.7063658131	NA
SNRNP27	NM_006857,NR_037862	0.1364629069	0.6016865169
HIC2	NM_015094	0.3227381673	0.42301948
CRYBB2P1	NR_033733,NR_033734	-0.4399433455	0.2471794436
LINC-PINT	NR_015431,NR_024153,NR_034120,NR_109850,NR_109851,NR_109852,NR_109853,NR_109854,NR_109855,NR_110472,NR_110473	-0.5383314285	0.0839433807
ZNF720	NM_001130913	0.243164176	0.4955200072
MFSD10	NM_001120,NM_001146069	0.0049285196	0.9837998821
PARP10	NM_032789	1.0921300051	8.28942773309901E-005
PHF7	NM_001278221,NM_016483	0.2709441305	0.679390896
RAB11B-AS1	NR_038237	0.5529542603	0.2818565088
SCYL2	NM_017988	-0.5095016063	0.0011120073
NEAT1	NR_028272	-1.950557673	1.97105876115614E-041
ZNF491	NM_152356	1.3997635844	NA
SNORA73B	NR_004404	-0.702147993	0.0909160487
IQCE	NM_001287499,NM_001287500,NM_001287501,NM_001287502,NM_152558	-0.255383985	0.109795485
ERCC6L	NM_017669	1.6529446861	1.71244488096214E-009
PP2D1	NM_001252657,NR_027694	0.2355490764	0.7227827462
FAM157C	NR_126161	1.0349345743	NA
ARRDC3	NM_020801	0.7941165383	9.71968226664671E-006
LDHD	NM_153486,NM_194436	-0.1143614485	0.7228841571
NGLY1	NM_001145293,NM_001145294,NM_001145295,NM_018297	-0.0562231818	0.8390343372
HM13	NM_030789,NM_178580,NM_178581,NM_178582	-0.3655616835	0.0025517291
P2RY14	NM_001081455,NM_014879	-0.1762636662	0.8023421921
TAF5L	NM_001025247,NM_014409	-0.3592100604	0.041365288
NSUN6	NM_182543	-0.5048637953	0.1203946064
ATP6V0C	NM_001198569,NM_001694	0.2762971281	0.1290365858
HSD17B13	NM_001136230,NM_178135	-0.4372269955	NA
C5orf51	NM_175921	0.1874288402	0.3596594734
LINC00674	NR_027418	0.236462552	0.0448948167
SPATA7	NM_001040428,NM_018418	-0.3096410827	0.2827043116
TMEM216	NM_001173990,NM_001173991,NM_016499	-0.4480134641	0.0472615523
USP33	NM_015017,NM_201624,NM_201626	-0.1667991072	0.3679650163
PARP8	NM_001178055,NM_001178056,NM_024615	-0.6735257201	0.0352940588
CAMK1	NM_003656	0.6357610104	0.2532387508
RHBDL1	NM_001278720,NM_001278721	-1.9905139737	5.50627457137056E-005
DIS3	NM_001128226,NM_014953	-0.6849106202	0.0001020258
CES4A	NM_001190201,NM_001190202,NM_173815	0.3266886229	0.580335549
MLLT4	NM_001040000,NM_001207008,NM_001291964	0.08308498	0.5746308514
PSAP	NM_001042465,NM_001042466,NM_002778	-0.3273093567	0.005376887
RNF214	NM_001077239,NM_001278249,NM_207343	3.50462145197201E-005	0.9998829202
HIRIP3	NM_001197323,NM_003609	0.588954213	0.0160718716
MFSD6	NM_017694	-0.1481463768	0.6025513523
GPR34	NM_001097579,NM_005300	-0.0349496609	NA
LAMB1	NM_002291	0.1344789403	0.6492540944
CECR2	NM_001290046,NM_001290047	-0.6350852436	0.1351658427
PDAP1	NM_014891	0.3687343882	0.0222090201
ACOT2	NM_006821,NR_046028	0.0443842996	0.8464885667
TRAPPC6A	NM_001270891,NM_001270892,NM_001270893,NM_024108	0.5255011082	0.0033048247
FAT1	NM_005245	-0.3652572394	0.0039779444
NEO1	NM_001172623,NM_001172624,NM_002499	0.2441657158	0.0976341848
CLN8	NM_018941	-0.1870255784	0.3180030915
TRIM55	NM_033058,NM_184085,NM_184086,NM_184087	-0.2393845782	NA
USP15	NM_001252078,NM_001252079,NM_006313	-0.4467423565	0.0014044002
ZNF562	NM_001130031,NM_001130032,NM_001300885,NM_017656	0.5380360887	0.0021952121
HS6ST3	NM_153456	-0.6642676421	0.0005136242
ABCC13	NR_003087,NR_003088	-0.3625534785	0.5666900098
MSANTD3-TMEFF1	NM_001198812	-1.1571750635	0.012233576
HOMER2	NM_004839,NM_199330	0.3465262001	0.0300890987
SLC19A2	NM_006996	-0.497494868	0.0282186876
FRMD8	NM_001300832,NM_001300833,NM_031904	-0.2177171306	0.1948305925
AKR1C2	NM_001135241,NM_001354,NM_205845	0.3819776775	0.1214992749
GALNT4	NM_003774	0.6763736067	0.0017798896
CDR2L	NM_014603	-0.2518418933	0.470131675
ASCL5	NM_001270601	-0.2429977562	0.7094157372
TEX264	NM_001129884,NM_001243725,NM_001243726,NM_001243727,NM_001278195,NM_015926,NR_024012,NR_103462,NR_103463	-0.4314289863	0.0370502809
CDYL2	NM_152342	-0.2626027925	0.1931020754
SLC38A6	NM_001172702,NM_153811,NR_033344	-0.4923039054	0.0316965342
RGPD1	NM_001024457,NM_001024457_chr2:87144737_87241099	-0.4990019438	0.2251856721
REEP2	NM_001271803,NM_016606,NR_073448,NR_073449	0.3857251848	0.5134092446
ENPP1	NM_006208	0.0809612433	0.6811595955
PET100	NM_001171155,NR_033242	-0.4311262212	0.0703074659
UBQLN1	NM_013438,NM_053067	0.2932284396	0.0091742462
MPI	NM_001289155,NM_001289156,NM_001289157,NM_002435	0.4396937965	0.0107873709
SLCO4A1-AS1	NR_024470	-1.4562904612	NA
IRAK2	NM_001570	0.1421455282	NA
SEMA4D	NM_001142287,NM_006378	0.1069164489	0.6681825672
LOC100505921	NR_110018	-0.1084020685	NA
ASIC1	NM_001095,NM_001256830,NM_020039,NR_046389	0.119220146	0.8335012461
COL5A3	NM_015719	-0.2754560132	NA
TIMM8A	NM_001145951,NM_004085	0.2619014533	0.345155641
SLC35G1	NM_001134658,NM_153226	-0.2368414916	0.6624545758
IL11	NM_000641,NM_001267718	-0.1426060024	0.8390343372
PROSC	NM_007198	0.9414477269	1.55719216603451E-005
DDX39B	NM_004640,NM_080598,NR_037852	0.1414149712	0.4729706886
SH3BGRL2	NM_031469	0.923493213	0.0002814987
CTH	NM_001190463,NM_001902,NM_153742	1.0885718383	0.0287305282
SLC16A3	NM_001042422,NM_001042423,NM_001206950,NM_001206951,NM_001206952,NM_004207	-0.0782984637	0.8098559198
HERC2P2	NR_002824	-1.5154964151	4.03565418195258E-024
DNAJC14	NM_032364	-0.4438584109	0.0009356489
IGF2BP3	NM_006547	-0.5687640232	NA
PDK3	NM_001142386,NM_005391	0.4608162295	0.0037532508
SNHG12	NR_024127	-0.5573334873	0.0890929877
C9orf84	NM_001080551,NM_173521,NR_109816	-0.7650378997	0.1760007302
VWF	NM_000552	-0.1773251757	0.7847417062
TMEM101	NM_032376	-0.0907487456	0.6998890575
KATNB1	NM_005886	0.6826824756	0.0058882066
ACTR1A	NM_005736	0.2729934738	0.058307111
RAB9A	NM_001195328,NM_004251	-0.5266828122	0.0094292358
AKAP13	NM_001270546,NM_006738,NM_007200	0.1216343553	0.4279660839
HIST1H3B	NM_003537	3.0065527307	7.09564093665535E-094
ZNF730	NM_001277403	1.4845549803	4.14526062247953E-005
ORMDL2	NM_014182	0.0912292602	0.7034158224
ZMYND11	NM_001202464,NM_001202465,NM_001202466,NM_001202467,NM_001202468,NM_006624,NM_212479	-0.269115427	0.0926099288
THEM6	NM_016647	-0.4643953925	0.0256186235
ITGA3	NM_002204,NM_005501	0.0385759668	0.8240855073
CCR1	NM_001295	-0.1877362923	0.7892798835
RGL2	NM_001243738,NM_004761	-0.789689006	1.16752650731943E-009
WAPAL	NM_015045	-0.2848212111	0.0225479798
ASNA1	NM_004317	-0.1809884625	0.21145068
LOC441155	NM_001271675	-0.2501986455	0.4555409779
ZDHHC14	NM_024630,NM_153746	0.5607250911	0.2120233573
UGT1A7	NM_019077	-0.8328386862	NA
EAF1	NM_033083	-0.0107307427	0.9556445481
ADAT3	NM_138422	0.1888245272	0.7145233997
TP53	NM_000546,NM_001126112,NM_001126113,NM_001126114,NM_001126115,NM_001126116,NM_001126117,NM_001126118	0.5157369646	0.008855409
DCTN3	NM_001281425,NM_001281426,NM_001281427,NM_007234,NM_024348	0.6399044498	0.0004341661
ZFAND5	NM_001102420,NM_001102421,NM_001278243,NM_001278244,NM_001278245,NM_006007	-0.2350031795	0.1264828541
HMGN3-AS1	NR_040671	-0.4966030641	0.3610731178
ZFP2	NM_030613	-0.8995224128	0.1142663847
SHMT1	NM_001281786,NM_004169,NM_148918	1.0434721535	1.58052292231773E-012
KAZN	NM_001017999,NM_001018000,NM_001018001,NM_015209,NM_201628	0.0207747109	0.960967532
IVD	NM_001159508,NM_002225	0.2374732293	0.1052794899
IGF2	NM_000612,NM_001007139,NM_001127598,NM_001291861,NM_001291862	-0.0758056435	NA
TRMT10A	NM_001134665,NM_001134666,NM_152292	-0.7341268624	0.0033347167
B4GAT1	NM_006876	-0.1834857943	0.5254094563
CYP2F1	NM_000774	0.2110040657	NA
TFRC	NM_001128148,NM_003234	1.0952956496	4.23617888915417E-033
KIF3C	NM_002254	0.666997527	0.0105941942
POLR2D	NM_004805	0.4567706192	0.0062115529
OR7E2P	NR_045004	0.4898317985	NA
CANX	NM_001024649,NM_001746	-0.0340591312	0.7861964924
PRAF2	NM_007213	0.0593195715	0.9107136081
MC4R	NM_005912	1.1009109533	0.0291200047
C14orf178	NM_001173978,NM_174943	-0.8836015501	NA
ARMC10	NM_001161009,NM_001161010,NM_001161011,NM_001161012,NM_001161013,NM_031905	-0.3024990018	0.0563308563
HIST1H1D	NM_005320	2.2607167123	1.47972073042681E-043
RNF6	NM_005977,NM_183043,NM_183044	-0.567343601	0.0003355189
SIX1	NM_005982	-0.0246255015	0.9576379061
LOXL2	NM_002318	-0.9131493546	0.0108783994
CNGB3	NM_019098	0.4732565015	NA
SOCS2	NM_001270467,NM_001270468,NM_001270469,NM_001270470,NM_001270471,NM_003877	0.073578543	0.8493394217
GLTSCR2	NM_015710	0.5527655785	0.0008591469
NASP	NM_001195193,NM_002482,NM_152298	0.8035234284	9.47284759007007E-009
SMG6	NM_001256827,NM_001256828,NM_001282326,NM_017575	0.1332044543	0.5278067673
SEPT4	NM_001198713,NM_001256782,NM_001256822,NM_004574,NM_080415,NM_080416,NR_037155,NR_104196,NR_104197	0.8396347163	0.1407526523
WDR18	NM_024100	0.2685293323	0.2940450179
HIVEP3	NM_001127714,NM_024503,NR_038260,NR_038261	0.2262698332	0.3095982008
ABHD14A	NM_015407	0.065771194	0.9105484926
ZSCAN2	NM_001007072,NM_017894,NM_181877	-0.2776779348	0.2783518399
LOC284379	NR_002938	0.2819213311	0.6255592427
LRP3	NM_002333	-0.1510046859	0.3928391695
CELSR2	NM_001408	0.390949107	0.0009837741
RAB12	NM_001025300	-0.0840505777	0.6978840148
FOXJ3	NM_001198850,NM_001198851,NM_001198852,NM_014947	0.4000821738	0.0131466903
GEMIN2	NM_001009182,NM_001009183,NM_003616	-0.25564166	0.3565259762
CDS2	NM_003818	-0.5668184396	0.0004796071
IRF2BP2	NM_001077397,NM_182972	-0.4699010613	0.0027372161
CLP1	NM_001142597,NM_006831	-0.6140296361	0.0189411007
ST6GALNAC2	NM_006456	0.8783276083	4.43928143497676E-007
LOC100288637	NR_038253,NR_038254,NR_038255	1.084613779	0.0026745213
SSTR2	NM_001050	0.0854408023	NA
MIR205HG	NM_001104548	-0.6867478162	NA
KLHL35	NM_001039548	-0.5562693427	0.0988278381
CTBP1-AS	NR_104331	-0.5364416103	0.3239368125
LOC100507472	NR_045387	-0.1998563035	NA
SDHAF1	NM_001042631	0.3557702871	0.1006942213
AIP	NM_001302959,NM_001302960,NM_003977	0.2341585418	0.1614772953
RPL3	NM_000967,NM_001033853	0.7178068092	4.34704117042848E-013
UBAP2L	NM_001127320,NM_001287815,NM_001287816,NM_014847	0.7498378884	0.0001020258
CTTN	NM_001184740,NM_005231,NM_138565	0.6264584944	6.3356324597155E-010
RNF19A	NM_001280539,NM_015435,NM_183419	-0.2213540888	0.1853697854
EIF4G2	NM_001042559,NM_001172705,NM_001418	0.4282840897	0.0024077617
KRT3	NM_057088	-0.6064925135	NA
CIZ1	NM_001131015,NM_001131016,NM_001131017,NM_001131018,NM_001257975,NM_001257976,NM_012127	0.7621172319	8.0977370565968E-005
ZNF841	NM_001136499	0.1779487199	0.4233835555
IQGAP3	NM_178229	2.6842997938	3.00824133427919E-029
TSNAX-DISC1	NR_028393,NR_028394,NR_028395,NR_028396,NR_028397,NR_028398,NR_028399,NR_028400	-0.0282988775	0.9576379061
C15orf52	NM_207380	-0.2403417782	0.7229584825
NDUFB8	NM_001284367,NM_001284368,NM_005004	0.5344806099	0.00140463
C19orf80	NM_018687	-0.9268288761	0.1024728169
NICN1	NM_032316	-0.1120253661	0.8212116116
NAA30	NM_001011713	-0.349491472	0.0339396939
RPS25	NM_001028	-0.3496640929	0.0036707834
NME6	NM_005793	0.1297780994	0.7021383699
TTC13	NM_001122835,NM_024525	-0.6893807646	0.0022535786
RND2	NM_005440	0.5197174746	NA
ANKRD18B	NM_001244752	0.1014707778	0.7959125094
ISCA2	NM_001272007,NM_194279	0.1814678245	0.4002075623
SAYSD1	NM_018322	0.3595465493	0.104310068
DUSP16	NM_030640	0.4853540106	7.64674247989997E-005
IRF2BPL	NM_024496	-0.5191325925	0.0105727096
TIMP3	NM_000362	-2.0982836611	9.29428793928442E-029
DNAJC19	NM_001190233,NM_145261,NR_033721,NR_033722,NR_033723,NR_046073	-0.2579862028	0.2440406098
UBE2W	NM_001001481,NM_001271015,NM_018299,NR_073119,NR_073120,NR_073121	-0.5146612299	0.0154232013
ZSCAN12	NM_001163391,NR_028077	-0.3779402797	0.3477529128
B4GALNT4	NM_178537	-0.9807772859	6.80809614303437E-008
ARID5B	NM_001244638,NM_032199	-0.9525867464	3.79134607811129E-007
RAD51	NM_001164269,NM_001164270,NM_002875,NM_133487	2.3249873196	2.66395300801244E-013
PRKCH	NM_006255	0.0114449554	0.9687723174
GLUL	NM_001033044,NM_001033056,NM_002065	0.2229820054	0.4265742216
ESYT2	NM_020728	-0.489865744	0.0016714427
FLRT1	NM_013280	0.2198778829	0.7479010588
LRFN1	NM_020862	0.3025445585	0.6438208755
ELOVL7	NM_001104558,NM_001297617,NM_001297618,NM_024930	0.3857971511	0.0441676343
FNTA	NM_002027,NR_033698	0.977152492	5.49887203086979E-007
TBPL1	NM_001253676,NM_004865	-0.0828849328	0.7724377875
TGFBR3	NM_001195683,NM_001195684,NM_003243,NR_036634	-1.3765477109	1.80487845144171E-005
ANKRD10	NM_001286721,NM_017664,NR_104586,NR_104587	-0.2835754255	0.2390913774
HOXB7	NM_004502	0.1840855237	0.6074652384
KIF16B	NM_001199865,NM_001199866,NM_024704	-0.7101589566	0.0050795304
CMTM1	NM_052999,NM_181268,NM_181269,NM_181270,NM_181271,NM_181272,NM_181283,NM_181296	0.728422643	0.210209809
LONRF2	NM_198461	0.9431797377	2.28678481571945E-014
LOC100303749	NR_028474	0.0280899507	NA
PPP4R2	NM_174907	-0.3780421638	0.0141287451
EPHA1-AS1	NR_033897	0.4243590063	NA
BPTF	NM_004459,NM_182641	0.1763616879	0.140151044
KCNK13	NM_022054	0.0787154041	NA
ZNF75A	NM_001302109,NM_153028,NR_126069	-0.1873355257	0.3722901103
C15orf39	NM_015492	0.6712208257	0.0125672137
AP3B1	NM_001271769,NM_003664	0.4219068173	0.0010684605
PTPRH	NM_001161440,NM_002842	-0.0477273742	NA
MYO5A	NM_000259,NM_001142495	-0.0691171816	0.7096567902
NUDT19	NM_001105570	0.0173406159	0.9449231535
HCN4	NM_005477	1.6179754173	0.0018711602
KIAA1683	NM_001145304,NM_001145305,NM_025249	0.525296384	0.1510099752
PI4K2B	NM_018323	0.8613806123	8.50053739462358E-006
SNORA59B	NR_003022,NR_003022_chr17:19460872_19461024	-0.4472146187	0.3220734804
TTC36	NM_001080441	0.0509814244	NA
IKZF2	NM_001079526,NM_016260	0.4935700799	0.0604200336
SNX5	NM_001282454,NM_014426,NM_152227	0.7202635207	9.12942747185643E-005
LOC101929718	NR_110139	-1.7604402478	0.0005132366
LINC01521	NR_120386	0.5052163119	0.0447262618
ANKRD36BP1	NR_026844	0.4252976938	0.2355107018
ZNF561-AS1	NR_122038	-0.0324986607	0.9619446541
CLCN4	NM_001256944,NM_001830	1.2151059845	0.001610044
PPP6R2	NM_001242898,NM_001242899,NM_001242900,NM_014678	0.3685068717	0.042749993
NPR3	NM_000908,NM_001204375,NM_001204376	0.5915196529	0.1428708138
SLC22A18AS	NM_001302862,NM_007105	-0.0329341678	0.9651857252
DSG2	NM_001943	-0.7290265768	1.55853202839225E-007
C5orf66	NM_001277348	0.2149027954	0.6999107037
NMU	NM_001292045,NM_001292046,NM_006681,NR_120489	0.8039951176	NA
TBL1XR1	NM_024665	-0.2766716953	0.1903709242
TMEM167A	NM_174909	-0.030773848	0.8770527511
LBR	NM_002296,NM_194442	0.8886668317	2.28799310868509E-005
SOCS7	NM_014598	-0.0696008054	0.7638865142
C1RL	NM_001297640,NM_001297642,NM_001297643,NM_016546	-0.1944361839	NA
LINC01560	NR_126059	-0.1730036027	0.7430488359
SBF1	NM_002972	0.0527172014	0.7824876978
WIPF2	NM_133264	0.5450614929	0.0192309389
NELL2	NM_001145107,NM_001145108,NM_001145109,NM_001145110,NM_006159	-0.9352057854	0.0048490135
HSH2D	NM_001291274,NM_032855,NR_111903,NR_111904	-0.0719274336	0.8084036423
HTR1E	NM_000865	0.3768128512	0.3709000525
OTUD3	NM_015207	-0.4041704445	0.0447262618
FRMD4A	NM_018027	-0.8336982849	3.07321060849757E-005
CETN2	NM_004344	0.1194249155	0.4950332723
MYBBP1A	NM_001105538,NM_014520	-0.3973364032	0.1132937597
CBWD5	NM_001024916,NM_001286835,NM_001286836,NM_001286836_chr9:70484215_70490211,NM_001286836_chr9:70856804_70862784,NR_104600	-0.9479176395	2.39504485623748E-013
TGOLN2	NM_001206840,NM_001206841,NM_001206844,NM_006464	-0.0053652402	0.9789116788
